КодНИС;НаименованиеНоменклатуры;ВидДлины;Производитель;ГОСТ;МаркаСтали;Диаметр;Диаметр;Размер2;Стенка;ТипПроизводства;РегионСклада;Склад;ИмеетсяЦенаТовара;ЦенаЗаТонну;ЦенаЗаТонну1;ЦенаЗаТонну2;ЦенаЗаМетр;ЦенаЗаМетр1;ЦенаЗаМетр2
"11237";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 76 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";76;76;0;5;"Горячедеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";80000.01;80000.01;80000.01;700.38;700.38;700.38
"11237";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 76 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";76;76;0;5;"Горячедеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";79583.34;79583.34;79583.34;696.73;696.73;696.73
"11237";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 76 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";76;76;0;5;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"11323";"ТРУБЫ г/д общ назн ТУ 14-3-1128-2000, Ст09Г2С, 89 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"ТУ 14-3-1128-2000";"09Г2С";89;89;0;6;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"11323";"ТРУБЫ г/д общ назн ТУ 14-3-1128-2000, Ст09Г2С, 89 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"ТУ 14-3-1128-2000";"09Г2С";89;89;0;6;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"11389";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 83 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";83;83;0;6;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";78750.01;78750.01;78750.01;897.23;897.23;897.23
"11389";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 83 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";83;83;0;6;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"11389";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 83 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";83;83;0;6;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";78333.34;78333.34;78333.34;4037.41;4037.41;4037.41
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";78750.01;78750.01;78750.01;4058.88;4058.88;4058.88
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";81250.01;81250.01;81250.01;4187.74;4187.74;4187.74
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";80000.01;80000.01;80000.01;4123.31;4123.31;4123.31
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"74";"Склад г. Челябинск (ОАО ""Пермметалл"")";"Нет";78750.01;78750.01;78750.01;4058.88;4058.88;4058.88
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";0;0;0;0;0;0
"11475";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 219 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";219;219;0;10;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"11476";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;10;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"11476";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;10;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";78750.01;78750.01;78750.01;2524.67;2524.67;2524.67
"11476";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;10;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"11476";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;10;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"11476";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;10;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"11476";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 10  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;10;"Горячедеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"11478";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 12  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;12;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"11478";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 12  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;12;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";78750.01;78750.01;78750.01;2982.99;2982.99;2982.99
"11478";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 140 * 12  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";140;140;0;12;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";78333.34;78333.34;78333.34;2333.59;2333.59;2333.59
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";78750.01;78750.01;78750.01;2346;2346;2346
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";79583.34;79583.34;79583.34;2370.82;2370.82;2370.82
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";81250.01;81250.01;81250.01;2420.47;2420.47;2420.47
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";80000.01;80000.01;80000.01;2383.24;2383.24;2383.24
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"74";"Склад г. Челябинск (ОАО ""Пермметалл"")";"Нет";78750.01;78750.01;78750.01;2346;2346;2346
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";0;0;0;0;0;0
"11481";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;8;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"11484";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;5;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"11484";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;5;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";78750.01;78750.01;78750.01;1495.38;1495.38;1495.38
"11484";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;5;"Горячедеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";83333.34;83333.34;83333.34;1582.41;1582.41;1582.41
"11484";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;5;"Горячедеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";79583.34;79583.34;79583.34;1511.21;1511.21;1511.21
"11484";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;5;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";81250.01;81250.01;81250.01;1542.85;1542.85;1542.85
"11484";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 159 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";159;159;0;5;"Горячедеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
